BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;1636;0;d;;Der;d e: 6;;;;;;;
1637;1763;0;eː;;Der;d e: 6;;;;;;;
3401;2204;0;ɐ;;Der;d e: 6;;;;;;;
5606;6614;1;k;;Kühlschrank;k y: l S r a N k;;;;;;;
12221;4409;1;yː;;Kühlschrank;k y: l S r a N k;;;;;;;
16631;2645;1;l;;Kühlschrank;k y: l S r a N k;;;;;;;
19277;5291;1;ʃ;;Kühlschrank;k y: l S r a N k;;;;;;;
24569;3968;1;r;;Kühlschrank;k y: l S r a N k;;;;;;;
28538;5291;1;a;;Kühlschrank;k y: l S r a N k;;;;;;;
33830;5732;1;ŋ;;Kühlschrank;k y: l S r a N k;;;;;;;
39563;3086;1;k;;Kühlschrank;k y: l S r a N k;;;;;;;
42650;3527;-1;(...);;;;;;;;;;
46178;3086;2;z;;summt;z U m t;;;;;;;
49265;3968;2;ʊ;;summt;z U m t;;;;;;;
53234;5291;2;m;;summt;z U m t;;;;;;;
58526;3527;2;t;;summt;z U m t;;;;;;;
62054;2645;3;z;;seltsame;z E l t z a: m @;;;;;;;
64700;5291;3;ɛ;;seltsame;z E l t z a: m @;;;;;;;
69992;2645;3;l;;seltsame;z E l t z a: m @;;;;;;;
72638;2645;3;t;;seltsame;z E l t z a: m @;;;;;;;
75284;3968;3;z;;seltsame;z E l t z a: m @;;;;;;;
79253;7055;3;aː;;seltsame;z E l t z a: m @;;;;;;;
86309;4850;3;m;;seltsame;z E l t z a: m @;;;;;;;
91160;3527;3;ə;;seltsame;z E l t z a: m @;;;;;;;
94688;5291;4;m;;Melodien;m e l o d j @ n;;;;;;;
99980;2204;4;e;;Melodien;m e l o d j @ n;;;;;;;
102185;2645;4;l;;Melodien;m e l o d j @ n;;;;;;;
104831;4409;4;o;;Melodien;m e l o d j @ n;;;;;;;
109241;4850;4;d;;Melodien;m e l o d j @ n;;;;;;;
114092;7055;4;j;;Melodien;m e l o d j @ n;;;;;;;
121148;3968;4;ə;;Melodien;m e l o d j @ n;;;;;;;
125117;4409;4;n;;Melodien;m e l o d j @ n;;;;;;;
129527;2243;-1;(...);;;;;;;;;;
