BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
0;2077;-1;(...);;;;;;;;;;
2078;4409;0;z;;Senioren;z e n j o: r @ n;;;;;;;
6488;3086;0;e;;Senioren;z e n j o: r @ n;;;;;;;
9575;4409;0;n;;Senioren;z e n j o: r @ n;;;;;;;
13985;6173;0;j;;Senioren;z e n j o: r @ n;;;;;;;
20159;9701;0;oː;;Senioren;z e n j o: r @ n;;;;;;;
29861;2645;0;r;;Senioren;z e n j o: r @ n;;;;;;;
32507;1322;0;ə;;Senioren;z e n j o: r @ n;;;;;;;
33830;1322;0;n;;Senioren;z e n j o: r @ n;;;;;;;
35153;10583;1;m;;machen;m a x @ n;;;;;;;
45737;3968;1;a;;machen;m a x @ n;;;;;;;
49706;3968;1;x;;machen;m a x @ n;;;;;;;
53675;1322;1;ə;;machen;m a x @ n;;;;;;;
54998;1322;1;n;;machen;m a x @ n;;;;;;;
56321;6614;2;m;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
62936;1763;2;ɔ;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
64700;6614;2;ɐ;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
71315;1322;2;ɡ;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
72638;3086;2;ə;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
75725;2204;2;n;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
77930;2645;2;t;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
80576;2204;2;l;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
82781;2204;2;ɪ;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
84986;5291;2;ç;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
90278;5732;2;ə;;morgendliche;m O 6 g @ n t l I C @;;;;;;;
96011;3086;3;ɡ;;Gymnastik;g Y m n a s t I k;;;;;;;
99098;1322;3;ʏ;;Gymnastik;g Y m n a s t I k;;;;;;;
100421;4409;3;m;;Gymnastik;g Y m n a s t I k;;;;;;;
104831;1763;3;n;;Gymnastik;g Y m n a s t I k;;;;;;;
106595;5732;3;a;;Gymnastik;g Y m n a s t I k;;;;;;;
112328;6614;3;s;;Gymnastik;g Y m n a s t I k;;;;;;;
118943;1763;3;t;;Gymnastik;g Y m n a s t I k;;;;;;;
120707;4409;3;ɪ;;Gymnastik;g Y m n a s t I k;;;;;;;
125117;4409;3;k;;Gymnastik;g Y m n a s t I k;;;;;;;
129527;1322;4;ʔ;;im;? I m;;;;;;;
130850;2204;4;ɪ;;im;? I m;;;;;;;
133055;4409;4;m;;im;? I m;;;;;;;
137465;6614;5;p;;Park;p a r k;;;;;;;
144080;9260;5;a;;Park;p a r k;;;;;;;
153341;1322;5;r;;Park;p a r k;;;;;;;
154664;7496;5;k;;Park;p a r k;;;;;;;
162161;2212;-1;(...);;;;;;;;;;
